Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
47	40.4684	40.170486	100.90497	-26.08953	1000.0	3.7709625	0.85481095	5.2320137	-1.008497	960000	-3.0517577e-09	25.616102	-0.007248235	-0.3494892	0.89625406	0.003617205	0.01555	79.0	2714.215266227722
48	31.577417	35.835648	89.51474	-22.047853	1000.0	3.5502417	0.8996646	5.272188	-1.4585088	980000	-2.193451e-08	31.050537	-0.0071800486	-0.7546177	0.8955958	0.002773145	0.01995	79.0	2771.3714644908905
49	33.687305	37.069332	112.82867	-26.973316	1000.0	3.4639473	0.93262756	5.3353486	-0.89418745	1000000	-1.0490417e-09	27.31292	-0.007272466	-0.3559227	0.89552057	0.0042234748	0.0153	79.0	2828.69885802269
50	43.80986	34.904884	97.07517	-16.849915	1000.0	3.4285543	0.9656585	5.2894826	-1.0492972	1020000	3.695488e-09	28.291794	-0.007005241	-0.5778351	0.8950514	0.0034955735	0.01545	79.0	2885.9864547252655
51	50.88579	35.308853	92.96849	-14.806807	1000.0	3.849022	0.9945718	5.4788804	-1.1205775	1040000	8.678437e-09	26.810429	-0.007525767	-0.74873734	0.8945271	0.0027090183	0.02045	79.0	2943.423141002655
52	51.90926	38.074497	105.49073	-22.343054	1000.0	4.230903	1.0302069	5.697677	-1.8855466	1060000	-3.399849e-08	29.898207	-0.0072175153	-0.4486904	0.8941745	0.0036391323	0.02035	79.0	3000.4501707553864
53	54.273518	41.67234	99.077156	-32.41116	1000.0	4.468187	0.9897561	5.8090296	-1.2006416	1080000	-8.010864e-09	27.006935	-0.0075828917	-0.44778824	0.89342546	0.0044446345	0.0222	79.0	3057.3894550800323
54	61.73006	38.387737	123.01989	-5.649491	1000.0	4.7667236	0.83517087	5.94276	-1.3955772	1100000	1.525879e-08	28.587725	-0.008039027	-0.5364742	0.89300275	0.004761264	0.0323	79.0	3114.5008783340454
55	48.01088	44.829277	113.19253	-34.75255	1000.0	4.745149	0.9697077	6.0702233	-1.2949067	1120000	2.6130676e-08	32.936607	-0.00813234	-1.2219639	0.89280164	0.0033402725	0.02575	79.0	3171.789398908615
56	52.80587	40.472553	116.557076	-27.832813	1000.0	4.512463	1.1306804	6.1238165	-0.9689369	1140000	4.673004e-09	29.97323	-0.0074002794	-0.3313732	0.8921235	0.003900616	0.0244	79.0	3228.0451431274414
57	60.029247	39.3425	131.65259	-24.188154	1000.0	4.671603	1.1533176	6.20356	-1.0404307	1160000	3.089905e-08	28.277563	-0.0071930713	-0.5079937	0.89164925	0.0026835725	0.018	79.0	3283.9723632335663
58	63.698547	39.138317	112.33464	-28.748789	1000.0	4.971653	1.0630802	6.291481	-1.219058	1180000	1.9454957e-08	35.251595	-0.007962335	-0.5328331	0.89113617	0.0053233793	0.0355	79.0	3340.734889268875
59	64.994095	45.301853	153.85481	-24.28402	1000.0	5.0590315	1.2013601	6.429705	-1.3941952	1200000	3.194809e-08	41.401226	-0.007405797	-0.6104164	0.8908513	0.0043233344	0.02315	79.0	3398.050322532654
60	65.09976	27.031128	114.294846	20.332811	1000.0	5.3629093	0.8834286	6.520522	-1.3951708	1220000	-1.3828277e-08	37.603554	-0.006853913	-0.5643501	0.8906118	0.004595151	0.0268	79.0	3455.0554032325745
61	44.597813	44.244137	124.16785	-27.392757	1000.0	5.1493487	1.3068554	6.5930696	-2.1384432	1240000	-1.4305114e-08	40.59385	-0.007202042	-2.502163	0.89050025	0.0033355514	0.01785	79.0	3513.025535106659
62	45.65873	48.485447	125.9508	-47.443626	1000.0	4.196271	1.8311462	6.5854645	-3.6657977	1260000	-1.8882751e-08	44.717167	-0.0073271506	-0.84822464	0.89019465	0.004155496	0.0223	79.0	3570.587732076645
63	55.99775	45.608135	136.5262	-18.691122	1000.0	4.3518987	1.546906	6.6431203	-2.216872	1280000	-1.6307832e-08	44.557896	-0.006639898	-0.5194893	0.88985056	0.0034522335	0.02105	79.0	3627.251036643982
64	56.418884	51.25641	126.60362	-12.171825	1000.0	4.4494176	1.8443594	6.732686	-3.0954628	1300000	-2.336502e-08	39.203552	-0.006302725	-0.5041733	0.8895339	0.0034981102	0.02485	79.0	3684.2700386047363
65	53.996532	41.614445	131.0233	-19.530127	1000.0	4.643873	1.5926826	6.7816052	-2.1117575	1320000	-1.6498566e-08	39.518234	-0.007317823	-0.48777008	0.8894988	0.0030605732	0.0282	79.0	3741.608941078186
66	57.0785	35.77133	133.63878	-15.739803	1000.0	4.3398967	1.8269353	6.857227	-3.8944232	1340000	9.012222e-09	39.312992	-0.0062920447	-0.82027054	0.8892029	0.0042953705	0.0203	79.0	3797.8397653102875
67	60.340935	38.975483	143.89375	-3.5487585	1000.0	4.888407	1.5588992	6.9371862	-1.7323272	1360000	-1.3446808e-08	41.930904	-0.0065031587	-0.45519257	0.888574	0.0039638006	0.02105	79.0	3855.4995472431183
68	65.14446	42.673603	122.784904	-15.44719	1000.0	5.069272	1.6354879	6.9936543	-3.449866	1380000	-1.8978119e-08	32.09161	-0.0073507256	-0.43603516	0.8884165	0.0037013786	0.0277	79.0	3912.5363717079163
69	70.08888	49.274715	162.37495	-25.506577	1000.0	5.254132	1.5898808	7.096742	-1.8045512	1400000	-3.1757356e-08	44.4321	-0.007208758	-0.64661026	0.8876431	0.0043860665	0.02265	79.0	3970.6580748558044
70	64.52919	40.540863	121.738434	-46.009605	1000.0	5.3408175	1.6349716	7.1653714	-3.3396404	1420000	2.0647049e-08	38.04941	-0.0071998998	-0.5293236	0.88778734	0.0036869838	0.02715	79.0	4029.1196479797363
71	51.110626	57.86311	125.979904	-54.525867	1000.0	4.636103	2.457613	7.2356806	-4.4880815	1440000	8.678437e-09	37.26708	-0.006717719	-1.643322	0.8876671	0.0038609004	0.0218	79.0	4086.383241891861
72	55.50595	46.44618	127.22912	-15.003074	1000.0	4.221927	2.4307816	7.3109064	-4.515059	1460000	1.6736985e-08	31.944695	-0.006959092	-0.47944832	0.88744533	0.0043028016	0.02585	79.0	4141.934004068375
73	82.12622	40.625027	133.90839	-0.34946153	1000.0	5.4660397	1.7134333	7.403247	-1.8745269	1480000	-2.0313262e-08	35.2712	-0.0072930255	-2.3033066	0.8873538	0.0056137564	0.03375	79.0	4197.210004091263
74	67.964745	42.547806	134.17871	-29.452488	1000.0	5.7679853	1.8599821	7.5142884	-3.7985432	1500000	3.1948089e-09	35.51915	-0.007371913	-0.6268921	0.88684	0.003611486	0.0311	79.0	4252.12748003006
75	67.236916	62.06406	155.06157	-40.921417	1000.0	4.8896694	2.9172933	7.5773315	-4.531892	1520000	-2.1457671e-09	37.420155	-0.006861113	-0.95531464	0.8867372	0.0022058084	0.02515	79.0	4307.238190412521
76	79.10691	40.887474	136.70143	-22.128014	1000.0	5.8304243	1.8477472	7.640709	-3.270744	1540000	-3.8146974e-09	34.415817	-0.007049786	-0.7226944	0.8860114	0.004234761	0.0256	79.0	4361.961462497711
77	54.063457	52.324528	129.34001	-46.334045	1000.0	5.156231	2.4682329	7.7115746	-4.6509795	1560000	-9.822846e-09	33.2237	-0.0060866945	-2.5122356	0.88531065	0.0028349713	0.0184	79.0	4417.392286300659
78	77.08443	34.803757	135.23686	0.34927362	1000.0	5.539306	1.8764496	7.743361	-2.5113854	1580000	3.349781e-08	38.573887	-0.007650341	-1.8864288	0.8849125	0.0032792496	0.02705	79.0	4472.5392343997955
79	57.517387	55.143787	135.92067	-36.681957	1000.0	5.108875	2.656917	7.8288207	-5.2318573	1600000	1.7642975e-08	36.377724	-0.0063419384	-1.6283722	0.88384825	0.004186634	0.02205	79.0	4527.971627473831
80	72.01438	51.530872	145.50082	-7.5915337	1000.0	4.5456657	3.1778061	7.8538547	-5.504155	1620000	-2.8705596e-08	41.37508	-0.0061191986	-1.547657	0.8835574	0.0035028146	0.01815	79.0	4583.722566127777
81	92.397064	49.129383	163.98279	-61.196514	1000.0	6.192041	2.2121384	7.964243	-4.955173	1640000	-1.1634826e-08	41.48455	-0.0071048606	-1.2992325	0.88319486	0.0041544843	0.0254	79.0	4638.213604450226
