Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	163.7258	23.285612	208.08458	77.71013	500.0	37.88918	9.437126	51.78362	-6.546546	20000	1.8501282e-08	11.821963	-0.014486957	-0.21225739	-0.019166252	0.0057903146	0.0711	79.0	53.51203227043152
1	168.40836	16.83901	192.57881	114.05413	500.0	38.354767	9.308939	52.119534	9.045452	40000	9.155274e-09	12.635385	-0.014578611	-0.6882534	-0.019742273	0.0061345208	0.0654	79.0	107.5541410446167
2	165.69437	19.585243	199.04208	112.44528	500.0	38.551624	8.58977	51.913624	10.057014	60000	7.724762e-09	12.239974	-0.015102961	-0.5095663	-0.020314734	0.0062273806	0.07285	79.0	161.72533869743347
3	163.89854	22.636377	196.61603	100.836685	500.0	38.100193	9.385162	51.95981	-2.1322064	80000	-6.4849854e-09	15.171247	-0.014423931	-0.6106386	-0.020912826	0.0067610024	0.07325	79.0	216.0550594329834
4	165.72403	16.946344	194.56984	125.32534	500.0	38.266163	8.689187	51.78429	7.8230324	100000	-2.193451e-09	10.865444	-0.0140034165	-0.6097498	-0.021460017	0.0055027334	0.06915	79.0	270.4107367992401
5	159.24162	26.396719	194.04198	71.42893	500.0	37.920464	8.521018	51.707607	10.359474	120000	7.629395e-09	14.430314	-0.0135725755	-1.4383135	-0.021883747	0.005729574	0.06305	79.0	324.01746344566345
6	169.61923	15.201413	193.71965	125.52649	500.0	38.658794	8.873438	51.90823	11.079611	140000	1.4019013e-08	7.826577	-0.014814969	-1.1948133	-0.021761414	0.005540332	0.06825	79.0	377.98148584365845
7	164.35199	19.15535	196.9371	110.85985	500.0	38.907825	8.734025	51.853573	12.440732	160000	1.1253357e-08	9.288612	-0.012990703	-0.34243488	-0.022544801	0.0065117204	0.05565	79.0	431.30494499206543
8	164.22334	19.703651	207.13576	108.23403	500.0	38.165615	9.516411	52.096703	-3.1392918	180000	4.15802e-08	11.970472	-0.014573281	-0.63958836	-0.022708952	0.0068479544	0.0808	79.0	485.9985373020172
9	166.1003	18.98359	213.04514	117.67248	500.0	38.540092	8.88936	51.952454	11.459743	200000	-2.002716e-09	10.904971	-0.014778252	-0.46110535	-0.022913896	0.0059396196	0.06535	79.0	540.9850289821625
10	163.0677	24.547146	191.92828	69.59867	500.0	38.183163	10.274719	51.894234	-5.016556	220000	-1.1444092e-09	10.953228	-0.01404745	-0.42438507	-0.02349941	0.005382596	0.05985	79.0	595.8013124465942
11	161.99332	23.180609	188.90097	76.24016	500.0	37.69257	9.626468	51.778778	-2.093001	240000	1.2969971e-08	14.539533	-0.014276697	-0.50798225	-0.024210155	0.005997648	0.06435	79.0	649.4744019508362
12	164.77946	17.088596	190.68155	92.07178	500.0	38.19855	8.851286	51.644165	6.824091	260000	2.412796e-08	9.537237	-0.013998842	-0.44060612	-0.024252914	0.00518666	0.06075	79.0	703.1362400054932
13	163.20776	19.819483	188.25952	100.80218	500.0	37.885643	8.521408	51.844154	-0.275239	280000	4.4107438e-09	10.160734	-0.014737395	-0.19246387	-0.024422945	0.006057157	0.0697	79.0	756.8986928462982
14	162.6084	19.539333	192.0629	109.125	500.0	37.860645	9.081804	52.115623	6.8247666	300000	-5.6266787e-09	11.646275	-0.014685822	-0.4653349	-0.024894336	0.00595207	0.06985	79.0	810.5039203166962
15	164.36621	25.84157	193.38713	75.446175	500.0	37.303764	10.948654	52.055447	-7.2420144	320000	1.926422e-08	12.9248905	-0.015212808	-0.6891298	-0.025296587	0.0074836626	0.07705	79.0	863.9265196323395
16	167.8216	9.535561	186.66205	147.09625	500.0	38.842617	8.197724	51.69538	13.872406	340000	-5.722046e-10	6.0245104	-0.013793356	-1.1895318	-0.025883378	0.006436467	0.06595	79.0	917.5333354473114
17	163.82175	22.669037	201.03613	76.12283	500.0	38.345757	9.403154	51.954876	-6.0050635	360000	-1.9836426e-08	11.524833	-0.01449032	-0.5236263	-0.02606352	0.00584355	0.07245	79.0	971.1270983219147
18	162.10344	21.520985	189.34584	96.45461	500.0	38.134583	8.901599	51.93726	10.294453	380000	2.384186e-10	10.237121	-0.014047979	-0.19839859	-0.026168484	0.0050265715	0.0635	79.0	1024.752008676529
19	166.1011	16.789402	185.9618	107.98925	500.0	38.394905	8.872295	51.63777	10.680341	400000	-3.2424927e-09	8.066266	-0.013517548	-0.578773	-0.026823461	0.0062553016	0.0589	79.0	1078.17596077919
20	164.02434	18.562561	183.70924	69.23356	500.0	38.767174	9.1123	52.13304	8.633091	420000	-5.722046e-10	10.418204	-0.014516178	-0.5055399	-0.02709681	0.006579896	0.0687	79.0	1131.1432926654816
21	171.5044	13.209135	205.88489	146.67937	500.0	39.09385	8.678985	51.902447	10.404265	440000	-5.1498414e-09	6.934421	-0.016035568	-0.5931573	-0.027547894	0.006807541	0.081	79.0	1183.8066637516022
22	170.7229	16.994598	204.91714	110.9289	500.0	39.590992	8.858575	51.96891	9.066151	460000	-2.28405e-08	8.300617	-0.014202683	-0.40766954	-0.028050723	0.006526304	0.0669	79.0	1237.9272928237915
23	172.02202	10.128252	190.68704	147.54077	500.0	39.750683	8.846056	52.156357	6.381236	480000	-2.5987624e-08	9.005432	-0.015105435	-0.740715	-0.02851055	0.0047086515	0.0709	79.0	1294.3270244598389
