Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
59	36.931313	31.034595	73.89674	-43.76677	1000.0	2.9592354	0.5376536	4.1078596	-1.1256136	1200000	-7.6293943e-10	17.379906	-0.006607002	-0.33252335	0.8868975	0.0029986175	0.01395	79.0	3434.774782896042
60	38.909653	30.586302	82.556725	-17.797968	1000.0	3.211106	0.5375424	4.385514	-0.9069529	1220000	5.4359437e-09	15.293977	-0.006965841	-0.3593521	0.8860282	0.0038786693	0.02155	79.0	3491.3540329933167
61	37.548115	27.628626	72.333725	-15.252602	1000.0	3.5247715	0.51627296	4.5642257	-1.0230173	1240000	-2.861023e-09	13.401734	-0.006873606	-0.06452942	0.88577765	0.00437596	0.02935	79.0	3548.2278587818146
62	40.977516	22.477306	71.19854	-13.9622965	1000.0	3.5605378	0.5484848	4.62094	-1.511327	1260000	-1.1634826e-08	12.048647	-0.0056162872	-0.23010445	0.8852349	0.002627186	0.0164	79.0	3604.709652900696
63	51.467346	25.386213	85.86106	-7.6499653	1000.0	3.9054437	0.5268153	4.8019004	-1.13095	1280000	-3.2901763e-08	14.068214	-0.006958882	-0.8357115	0.88484186	0.0048048883	0.0219	79.0	3661.3732912540436
64	48.70025	23.634869	76.05119	-12.618304	1000.0	4.3591456	0.4745113	5.0742984	-1.3347852	1300000	1.9073487e-09	12.553839	-0.0062524183	-0.17929173	0.8844116	0.0038698795	0.02595	79.0	3717.8064918518066
65	42.86598	30.544971	79.06096	-15.639437	1000.0	4.52986	0.45660138	5.2613597	-1.3247066	1320000	7.629395e-09	15.304878	-0.006297781	-0.2577505	0.8839134	0.004844565	0.0283	79.0	3774.0319373607635
66	36.226234	30.225191	72.48767	-20.25324	1000.0	4.3188505	0.520484	5.2377195	-1.1406263	1340000	-2.861023e-09	16.24819	-0.0060452004	-0.8577194	0.88348854	0.0032652272	0.01815	79.0	3830.806411266327
67	46.826485	26.13868	88.77956	-8.558053	1000.0	4.008686	0.62743694	5.155647	-0.8210155	1360000	9.727478e-09	11.676012	-0.006277051	-0.24529839	0.8829834	0.0029753721	0.02265	79.0	3887.4766085147858
68	32.911446	38.138	93.162575	-23.839993	1000.0	4.1502967	0.625501	5.29603	-1.061759	1380000	-1.9073486e-10	19.403221	-0.0064938706	-1.4605808	0.8822805	0.0041868803	0.02275	79.0	3943.64763212204
69	42.31907	22.958652	96.506805	-3.7212029	1000.0	3.5525594	0.7605202	5.161579	-1.8267239	1400000	-7.247925e-09	10.213128	-0.0062285312	-0.37373924	0.881635	0.003817424	0.02525	79.0	3999.987956047058
70	41.69824	28.476046	77.29608	-29.047869	1000.0	3.9031038	0.76531905	5.2891817	-0.7709775	1420000	-1.01089475e-08	18.131556	-0.0059376312	-0.1807251	0.8811091	0.003869978	0.02285	79.0	4056.5377831459045
71	41.878685	31.060476	90.3804	-5.9172397	1000.0	3.8248293	0.81690776	5.388008	-1.1036589	1440000	-1.0633468e-08	15.755705	-0.006345841	-0.25672722	0.88058925	0.0026007253	0.0245	79.0	4113.600413799286
72	49.492233	23.48625	90.324684	-8.636633	1000.0	4.030894	0.8165765	5.4809394	-1.1327933	1460000	1.8501282e-08	10.402937	-0.006872485	-0.45355225	0.8800697	0.0041618245	0.026	79.0	4170.311280488968
73	46.44401	18.807304	72.38799	-8.018164	1000.0	4.41498	0.73040396	5.6293926	-1.1116927	1480000	1.9645691e-08	9.279541	-0.0068749874	-0.06497574	0.87988	0.0020275882	0.02435	79.0	4227.180352449417
74	42.371952	20.964848	77.23082	2.6222262	1000.0	4.441571	0.7339654	5.7190194	-0.8949114	1500000	-1.5640259e-08	8.447778	-0.005506617	-0.13947487	0.8791703	0.002635211	0.01885	79.0	4283.863861083984
75	46.12952	22.484474	89.13438	-13.93422	1000.0	4.316632	0.85843915	5.746162	-1.3585184	1520000	1.1730194e-08	9.341094	-0.006676402	-0.12755299	0.87850887	0.0038362811	0.019	79.0	4340.59644818306
76	52.1368	19.138336	89.613594	-4.0118604	1000.0	4.6204405	0.76689017	5.882608	-1.5671064	1540000	-5.722046e-10	8.94124	-0.006689541	-0.32217693	0.87824416	0.0029292526	0.0266	79.0	4397.014110565186
77	54.666553	23.00108	83.69922	-7.8357944	1000.0	4.9308043	0.7196071	5.954448	-1.2392998	1560000	5.6266787e-09	14.15442	-0.005446589	-0.14433384	0.8776198	0.0029481833	0.0127	79.0	4453.867112874985
78	48.459976	22.504267	86.544655	1.2710098	1000.0	5.020751	0.70588857	6.065548	-1.0495613	1580000	-8.392334e-09	10.192303	-0.006520282	-0.12331009	0.87748384	0.0037593155	0.02225	79.0	4510.890425682068
79	57.85932	22.198502	93.2307	5.4275517	1000.0	4.956313	0.7815483	6.053861	-1.4452085	1600000	-2.861023e-09	14.3621235	-0.0055197645	-0.29498005	0.8771875	0.0023539832	0.01725	79.0	4567.277114391327
80	45.658012	30.662687	86.747375	-26.501942	1000.0	5.0906053	0.7799562	6.1934724	-1.3982261	1620000	-1.411438e-08	14.772422	-0.0059424955	-0.9816847	0.8768062	0.0032144943	0.02345	79.0	4624.04344701767
81	53.188942	23.304386	100.69219	-1.2812253	1000.0	4.62625	1.014193	6.1733313	-1.2683737	1640000	2.002716e-09	11.201511	-0.005888524	-0.30190945	0.87632275	0.003909863	0.0198	79.0	4680.954965591431
82	50.858936	15.098767	79.76066	20.311832	1000.0	4.892091	0.90382063	6.2670074	-1.4678493	1660000	-1.8692017e-08	9.321634	-0.005949507	-0.08710003	0.8760307	0.003625203	0.0247	79.0	4738.552455663681
83	42.821632	25.859388	75.31924	-17.866262	1000.0	4.9518094	0.92576534	6.3442473	-1.5620918	1680000	-5.722046e-09	13.984553	-0.0057722484	-0.6761646	0.87536484	0.002063509	0.0194	79.0	4795.242238283157
84	63.936913	24.886126	88.72609	-2.7151437	1000.0	4.601165	1.2688435	6.302693	-1.3609674	1700000	5.2928925e-08	14.898809	-0.0058927787	-2.0373363	0.8748496	0.0035205	0.0221	79.0	4851.679954051971
85	53.725178	22.213612	83.63803	-7.305479	1000.0	5.414683	0.8464652	6.5363903	-1.4755653	1720000	-7.2002413e-09	10.769673	-0.006085605	-0.10119915	0.874237	0.0028113357	0.02245	79.0	4908.596915483475
86	49.943695	26.97494	88.44849	-7.3199883	1000.0	5.2218165	0.9743887	6.566405	-2.0574381	1740000	1.7356873e-08	11.225657	-0.0060961465	-0.27576733	0.87319064	0.0033522344	0.0209	79.0	4965.191864490509
87	39.080944	31.152023	92.56078	-6.4920278	1000.0	4.758244	1.1198304	6.602271	-1.2121516	1760000	-8.630753e-09	13.596847	-0.0063538393	-1.2986794	0.872785	0.0033990291	0.02465	79.0	5021.633899688721
88	58.907288	28.837322	102.68356	-14.20412	1000.0	4.2961664	1.5264267	6.543699	-1.3236	1780000	-7.629395e-09	16.765139	-0.005942619	-1.6809778	0.8722314	0.0034073498	0.02375	79.0	5078.210547685623
89	60.46242	21.544214	93.96165	-3.5271149	1000.0	5.263973	1.1269087	6.7107725	-1.2523919	1800000	-1.3542175e-08	11.675577	-0.0072588753	-0.3517151	0.87181956	0.004037183	0.03645	79.0	5134.800312995911
90	57.518852	26.973015	106.47588	-4.0386705	1000.0	5.522996	1.0265605	6.8364124	-1.3481466	1820000	1.2397766e-09	12.173876	-0.006127012	-0.13002872	0.8710789	0.003258272	0.0208	79.0	5191.581051826477
91	65.416916	28.19917	123.83316	0.28829888	1000.0	5.5217276	1.0967088	6.8761735	-1.1505374	1840000	1.3923645e-08	15.504041	-0.006476121	-0.41339874	0.8703463	0.0043257577	0.02945	79.0	5247.935176610947
92	72.601524	19.790716	105.08433	33.243942	1000.0	5.8715034	1.0162164	6.9936495	-2.9647162	1860000	1.4591217e-08	16.180729	-0.0057405685	-0.70462704	0.8697428	0.0034739734	0.023	79.0	5304.386421203613
93	76.70365	19.41765	108.82963	28.385326	1000.0	6.317913	0.8554196	7.1332626	-2.2555027	1880000	2.670288e-09	16.380821	-0.0060059475	-0.5747061	0.86917865	0.0017487599	0.01685	79.0	5360.977508306503
94	76.09944	20.337555	108.33284	37.37405	1000.0	6.530661	0.7944542	7.25236	-1.8526748	1900000	1.7166137e-08	18.748894	-0.0063710352	-0.28411674	0.8684955	0.005572686	0.02745	79.0	5417.178881883621
95	78.21117	22.117535	111.88161	29.360384	1000.0	6.723865	0.7437737	7.3487177	-1.7488445	1920000	-9.059906e-09	14.09739	-0.006194694	-0.2591219	0.8681086	0.0038047093	0.0217	79.0	5473.627890110016
96	79.11359	34.85966	142.33984	-5.3766418	1000.0	6.765475	0.7957515	7.449742	-1.9858795	1940000	3.0517577e-09	25.20798	-0.006914722	-0.5983658	0.86765754	0.0049469336	0.0352	79.0	5529.993458032608
97	86.90385	18.799572	120.04528	46.196518	1000.0	6.824149	0.8689229	7.5261807	-1.7587639	1960000	5.00679e-08	19.042381	-0.0064959405	-0.71544075	0.866891	0.0040120226	0.0245	79.0	5586.294703960419
98	74.57894	31.939753	111.826035	-4.5294137	1000.0	6.963855	0.79837936	7.6421585	-1.2474321	1980000	-1.0490417e-09	22.217148	-0.0057229805	-0.60053444	0.8666099	0.002774593	0.0214	79.0	5642.981874704361
99	82.22338	35.636326	140.11063	3.6017187	1000.0	6.8461213	0.94672734	7.6990776	-1.6814014	2000000	-4.577637e-09	25.430206	-0.005546889	-0.38442802	0.86630815	0.0034171022	0.01465	79.0	5699.332972049713
100	75.41346	31.948679	117.909	-9.407122	1000.0	6.796832	1.0536021	7.783247	-1.8364263	2020000	-6.2942505e-09	18.411633	-0.0068197995	-0.41803932	0.86576265	0.0043783397	0.0342	79.0	5755.372296571732
101	96.870926	25.488754	155.24922	38.837845	1000.0	6.8310657	1.203392	7.851389	-2.9507535	2040000	1.5258789e-09	25.29464	-0.005725824	-1.7263393	0.8651703	0.002833492	0.01665	79.0	5811.554343223572
102	83.83504	22.239956	124.59571	37.119793	1000.0	7.2703233	0.9133601	7.9643135	-2.558892	2060000	1.2683868e-08	16.633295	-0.0065443898	-0.20209312	0.8648854	0.003954297	0.0246	79.0	5867.370620727539
103	85.59029	24.652945	128.80602	8.109518	1000.0	7.2235084	1.0358143	8.034656	-1.6837279	2080000	-3.185272e-08	19.757	-0.0069616977	-0.30729866	0.8643881	0.0031381461	0.0256	79.0	5923.97824883461
104	90.006645	22.213913	137.68227	53.804714	1000.0	7.465419	0.921231	8.107208	-2.2759457	2100000	2.5749207e-09	19.925507	-0.00691164	-0.5474911	0.8642364	0.0045134947	0.0289	79.0	5980.388040065765
105	89.91667	21.140682	135.36609	59.812607	1000.0	7.5870733	0.8516338	8.18098	-2.879952	2120000	-1.1920929e-08	21.957588	-0.0069406647	-0.24381638	0.8640219	0.0029408606	0.0275	79.0	6036.736787080765
106	83.18247	40.96281	151.94455	-15.7203	1000.0	7.5081735	0.9627354	8.246701	-1.8301626	2140000	-1.4734268e-08	28.625662	-0.006746774	-1.0084305	0.86388046	0.0036338985	0.027	79.0	6092.8102242946625
107	96.725914	16.059488	124.568596	69.78757	1000.0	7.454607	1.1298943	8.294428	-2.3681254	2160000	-2.3078918e-08	21.588215	-0.0062486683	-0.8324108	0.86342436	0.0034130688	0.01705	79.0	6148.9613626003265
108	96.048256	19.774755	132.27202	60.89867	1000.0	7.825045	0.8778366	8.388466	-3.3786328	2180000	1.1253357e-08	18.740582	-0.0067237243	-0.7466812	0.86291975	0.0036236309	0.0273	79.0	6204.9446585178375
109	87.547646	35.132732	135.30705	-12.2883625	1000.0	7.880585	0.8651462	8.462037	-2.9660497	2200000	2.5367736e-08	23.582039	-0.006307681	-0.5118599	0.86254907	0.0050852974	0.0189	79.0	6261.215803384781
110	89.42365	25.800303	125.79992	34.805492	1000.0	7.7915173	1.0455277	8.505672	-2.6802819	2220000	2.4795532e-09	16.483606	-0.007445241	-0.19115257	0.8618912	0.0039490154	0.027	79.0	6317.172773361206
111	102.12767	29.746956	137.41055	-13.458631	1000.0	7.904164	1.0239234	8.559153	-2.1834435	2240000	-2.4795533e-08	25.302052	-0.0071189413	-0.49168587	0.8617627	0.005018636	0.0346	79.0	6373.347239017487
112	91.14957	26.521559	130.55162	35.443542	1000.0	7.950172	1.0073652	8.643694	-1.6713032	2260000	-2.670288e-09	20.72243	-0.006625754	-0.23971176	0.86141664	0.0035866825	0.02145	79.0	6429.301033496857
113	92.27205	27.85259	123.90175	-14.965502	1000.0	8.035217	1.0562415	8.697764	-2.0096142	2280000	-7.247925e-09	18.637947	-0.0060418425	-0.19224739	0.86067945	0.0027850918	0.0159	79.0	6485.439440250397
114	94.42773	38.85586	141.4118	-7.8892956	1000.0	8.048575	1.0179386	8.750246	-1.9885061	2300000	-3.0994414e-08	31.599977	-0.0073304162	-0.44069672	0.85999846	0.0022886586	0.02295	79.0	6542.117300271988
115	78.715645	36.50052	128.85037	-12.9555435	1000.0	7.758054	1.4199737	8.803655	-2.4477158	2320000	-1.3637543e-08	19.395178	-0.0067451373	-0.64866066	0.8593011	0.0038759217	0.02775	79.0	6598.491228103638
116	83.58602	45.393772	155.30281	-5.20414	1000.0	7.305166	1.7755785	8.834763	-3.13961	2340000	2.0980835e-08	31.99389	-0.007649292	-0.6041088	0.8588399	0.0032366118	0.0258	79.0	6654.485111236572
117	99.39297	27.513697	131.30815	-0.3415428	1000.0	7.53317	1.8837135	8.885563	-2.7573915	2360000	1.8310548e-08	23.464283	-0.007758136	-1.7005424	0.858026	0.0045103473	0.0331	79.0	6710.487425804138
